item_id,museum,image_url,proposal_status,match_score,match_rule,candidate_count,top_candidate_count,candidate_paths,proposed_image_local_path,proposed_filename,proposed_sha256,proposed_image_width,proposed_image_height,proposal_version
MET:307943,MET,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307944,MET,https://images.metmuseum.org/CRDImages/ao/original/LC-28_171_7_TMSa.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307950,MET,https://images.metmuseum.org/CRDImages/ao/original/DP233569.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307953,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307959,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307960,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.9.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307961,MET,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307962,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307963,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307964,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307965,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307966,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307967,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307968,MET,https://images.metmuseum.org/CRDImages/ao/original/29.146.16.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307972,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18617.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307975,MET,https://images.metmuseum.org/CRDImages/ao/original/DT829.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:307991,MET,https://images.metmuseum.org/CRDImages/ao/original/77991.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308015,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308016,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18620.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308017,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18640.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308021,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308022,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26534-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308023,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308024,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26535-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308025,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308026,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308027,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308028,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308029,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308034,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308035,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308036,MET,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308037,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308039,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308040,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308042,MET,https://images.metmuseum.org/CRDImages/ao/original/TP391.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308044,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18526.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308046,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308048,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308053,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308056,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308057,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308058,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308060,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308068,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308070,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308072,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308076,MET,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308077,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308078,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308079,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308083,MET,https://images.metmuseum.org/CRDImages/ao/original/DP101353.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308084,MET,https://images.metmuseum.org/CRDImages/ao/original/97502.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308098,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308100,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308101,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308105,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308106,MET,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308113,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308120,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26536-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308282,MET,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308283,MET,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308284,MET,https://images.metmuseum.org/CRDImages/ao/original/169776.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308285,MET,https://images.metmuseum.org/CRDImages/ao/original/169777.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308290,MET,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:309528,MET,https://images.metmuseum.org/CRDImages/ao/original/189514.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310059,MET,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310511,MET,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310695,MET,https://images.metmuseum.org/CRDImages/ao/original/221102.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310697,MET,https://images.metmuseum.org/CRDImages/ao/original/221104.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310698,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26537-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:310699,MET,https://images.metmuseum.org/CRDImages/ao/original/221106.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:312614,MET,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:312615,MET,https://images.metmuseum.org/CRDImages/ao/original/TP412.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:312669,MET,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:313121,MET,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:313152,MET,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:313153,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-39316-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:313324,MET,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1131_a.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:314363,MET,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:314528,MET,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:315690,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18706_1987.394.642.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:315700,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26541-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:315708,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18703.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:315772,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26542-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:315786,MET,https://images.metmuseum.org/CRDImages/ao/original/DT1269.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316892,MET,https://images.metmuseum.org/CRDImages/ao/original/DT3832rev.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316894,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18602.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316906,MET,https://images.metmuseum.org/CRDImages/ao/original/1994.35.81.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316910,MET,"https://images.metmuseum.org/CRDImages/ao/original/DP18680_1994.35.85,2.jpg",unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316913,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-41567-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316915,MET,"https://images.metmuseum.org/CRDImages/ao/original/DP18677_1994.35.90A,B.jpg",unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316916,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18678_1994.35.91.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316921,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316925,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316931,MET,https://images.metmuseum.org/CRDImages/ao/original/1994.35.106_a.JPG,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316935,MET,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316939,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-003.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:316945,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:317736,MET,https://images.metmuseum.org/CRDImages/ao/original/DT1275.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:318460,MET,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:318746,MET,https://images.metmuseum.org/CRDImages/ao/original/2001.172_b.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:319524,MET,https://images.metmuseum.org/CRDImages/ao/original/2004.406_detail.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:319574,MET,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:320054,MET,https://images.metmuseum.org/CRDImages/ao/original/DP107700.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:320804,MET,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:675980,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-21885-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:751900,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-14285-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:833953,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-18736-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
