relative_image_path,filename,stem,suffix,filename_normalized,stem_normalized,size_bytes,image_width,image_height,image_format,image_readable,image_error,sha256,inventory_version
data/images/met/MET_307944.jpg,MET_307944.jpg,MET_307944,.jpg,met307944jpg,met307944,3656901,4000,2649,JPEG,True,,a84c5d0263952f8f3dd96f597d3204d06b714d9653bb652900e87d397798f5b4,local_image_inventory_v1
data/images/met/MET_307950.jpg,MET_307950.jpg,MET_307950,.jpg,met307950jpg,met307950,3626515,4000,3159,JPEG,True,,8e78c9f8aea548a8b88bcdd52db4f32ec2a4d5712d7862e4591bb783d779b970,local_image_inventory_v1
data/images/met/MET_307953.jpg,MET_307953.jpg,MET_307953,.jpg,met307953jpg,met307953,306800,2007,603,JPEG,True,,8d2885bf559281f75f8798add35fdcb3ffbcbaddb3a031a541262d88d58cfe43,local_image_inventory_v1
data/images/met/MET_307959.jpg,MET_307959.jpg,MET_307959,.jpg,met307959jpg,met307959,197987,2270,378,JPEG,True,,1fc38614bf907049c66b46fd47537069b742f88b373fc96b7d8fc4f6929db5f9,local_image_inventory_v1
data/images/met/MET_307960.jpg,MET_307960.jpg,MET_307960,.jpg,met307960jpg,met307960,397327,2151,615,JPEG,True,,a541a2f127287d2f89807129e91b0e9becc93031d4801d4b4b427f840ee8fbf3,local_image_inventory_v1
data/images/met/MET_307961.jpg,MET_307961.jpg,MET_307961,.jpg,met307961jpg,met307961,1363691,1369,2905,JPEG,True,,f2c4999176b3f0d8f0e86985c1c9eb11134dab41f0241b031fb7232413609ae4,local_image_inventory_v1
data/images/met/MET_307962.jpg,MET_307962.jpg,MET_307962,.jpg,met307962jpg,met307962,837501,1710,1581,JPEG,True,,f502a68315f0fa0145e2e9981120b77a79fbdb7d1836d72cb8e66fae0cd4dbd5,local_image_inventory_v1
data/images/met/MET_307963.jpg,MET_307963.jpg,MET_307963,.jpg,met307963jpg,met307963,533963,1242,1791,JPEG,True,,bfec0297b06011b8e196def54b1b5d806383caa03406a0c0cb89a3c960ef1be0,local_image_inventory_v1
data/images/met/MET_307964.jpg,MET_307964.jpg,MET_307964,.jpg,met307964jpg,met307964,134321,1935,414,JPEG,True,,1e87b40b54752cb0cda25c39b375478a1139f944bbefa4ecb18e32da0c431ee1,local_image_inventory_v1
data/images/met/MET_307965.jpg,MET_307965.jpg,MET_307965,.jpg,met307965jpg,met307965,125086,1935,414,JPEG,True,,c60b76990f1dc4c369dda5b9c02dcaf2aa305769442ae6ffc68a5b5a1d49e157,local_image_inventory_v1
data/images/met/MET_307966.jpg,MET_307966.jpg,MET_307966,.jpg,met307966jpg,met307966,320808,2253,636,JPEG,True,,a12ec73e784d865c76f052dabfc6d9c7763f123d51e4e74dfe04fa9d4dc4c6b1,local_image_inventory_v1
data/images/met/MET_307967.jpg,MET_307967.jpg,MET_307967,.jpg,met307967jpg,met307967,313271,2253,636,JPEG,True,,9600ea4abae3d79807d59a7e7cc3d1113fe5fa12e6117084f7984661cb93dad1,local_image_inventory_v1
data/images/met/MET_307968.jpg,MET_307968.jpg,MET_307968,.jpg,met307968jpg,met307968,324222,2267,495,JPEG,True,,09bf5f75e8af3f04260bef8dc0367e1491b3b49db4915bf67233956455b78ae4,local_image_inventory_v1
data/images/met/MET_307972.jpg,MET_307972.jpg,MET_307972,.jpg,met307972jpg,met307972,416636,603,1917,JPEG,True,,3cc3e03475ea1fc59d9fc520d0d968347e5e26e540f95d5a0c680ebe64d84f7b,local_image_inventory_v1
data/images/met/MET_307975.jpg,MET_307975.jpg,MET_307975,.jpg,met307975jpg,met307975,1672392,1905,961,JPEG,True,,1128561054aac6a3f365842747b711bb175366ae7b8106d60ae6913d89fa8900,local_image_inventory_v1
data/images/met/MET_307991.jpg,MET_307991.jpg,MET_307991,.jpg,met307991jpg,met307991,2260671,2145,2929,JPEG,True,,11457bfa28be398b92ed1bd00d8a8fd89463a9d212b552c0f7201ba46e34240c,local_image_inventory_v1
data/images/met/MET_308015.jpg,MET_308015.jpg,MET_308015,.jpg,met308015jpg,met308015,788657,1485,1863,JPEG,True,,513866aaa8abd356e2f7c2d2259a93c524ff48733ef6c6a3d73fa0775fa916eb,local_image_inventory_v1
data/images/met/MET_308016.jpg,MET_308016.jpg,MET_308016,.jpg,met308016jpg,met308016,999707,1404,1881,JPEG,True,,f545e29103ab6ec29e709513d14a4f3132fa83c4e1524c4805c35546ae9ab1d5,local_image_inventory_v1
data/images/met/MET_308017.jpg,MET_308017.jpg,MET_308017,.jpg,met308017jpg,met308017,1004283,1683,1863,JPEG,True,,362eac22d76f4f363c6eea3f505104a739637d6bb99ebceebcc4bd911aea34cf,local_image_inventory_v1
data/images/met/MET_308021.jpg,MET_308021.jpg,MET_308021,.jpg,met308021jpg,met308021,422608,882,1710,JPEG,True,,ac18c36d44058dea86b89cb46d89dd9aee1bb7142be3d0c720f75c64aa7c7319,local_image_inventory_v1
data/images/met/MET_308022.jpg,MET_308022.jpg,MET_308022,.jpg,met308022jpg,met308022,2927269,3031,4000,JPEG,True,,efbcbdcadee0e8ebe860c95eefd65f9a9353aea65c3c764728080e6980be8326,local_image_inventory_v1
data/images/met/MET_308023.jpg,MET_308023.jpg,MET_308023,.jpg,met308023jpg,met308023,597680,1071,1953,JPEG,True,,cd16de6c5df299e9ccefd1be34c08f7ade8895687daf66ea96d42a5dc77d0625,local_image_inventory_v1
data/images/met/MET_308024.jpg,MET_308024.jpg,MET_308024,.jpg,met308024jpg,met308024,3371867,2658,4000,JPEG,True,,f606dbfb02ac17a1cf5b703adbf4a829869c549f8300f973767bb9fc04f7a00f,local_image_inventory_v1
data/images/met/MET_308025.jpg,MET_308025.jpg,MET_308025,.jpg,met308025jpg,met308025,422388,729,1719,JPEG,True,,f0100c9be42fa9ca23cf6eed86098de9d352bfb122b86bd5a8b6b37294c3ad80,local_image_inventory_v1
data/images/met/MET_308026.jpg,MET_308026.jpg,MET_308026,.jpg,met308026jpg,met308026,520858,936,1953,JPEG,True,,b8b82e5f4915fedcd6cfcf1ba99373df3ebfd480bdc4c9c6cd34f82263b41215,local_image_inventory_v1
data/images/met/MET_308027.jpg,MET_308027.jpg,MET_308027,.jpg,met308027jpg,met308027,493878,900,1854,JPEG,True,,a4f576d4adb11f6b784cb184ec269db466897c57635cb58badf3032dabc7521f,local_image_inventory_v1
data/images/met/MET_308028.jpg,MET_308028.jpg,MET_308028,.jpg,met308028jpg,met308028,610929,1206,1683,JPEG,True,,96feb6ad328d0a73ed9b7570e668ad12b14f2f81bd4e6305e931f8ad21a6f6e9,local_image_inventory_v1
data/images/met/MET_308029.jpg,MET_308029.jpg,MET_308029,.jpg,met308029jpg,met308029,617742,990,1899,JPEG,True,,0b74fd45bbe3c2b8d14245ea5c2d35f8edc8085de04bc73f3e4148ac45594e23,local_image_inventory_v1
data/images/met/MET_308034.jpg,MET_308034.jpg,MET_308034,.jpg,met308034jpg,met308034,80323,680,432,JPEG,True,,5d232eee6df584c3714ed3390a545fced50f90f3bb344dedf5a827af873eb90f,local_image_inventory_v1
data/images/met/MET_308035.jpg,MET_308035.jpg,MET_308035,.jpg,met308035jpg,met308035,65568,275,700,JPEG,True,,21026901ad0baa960c6b2d6dc1fe01beab0c9975e6c498c117d781541b6a23ac,local_image_inventory_v1
data/images/met/MET_308036.jpg,MET_308036.jpg,MET_308036,.jpg,met308036jpg,met308036,582762,2258,1608,JPEG,True,,8b4fa5bf3501b039979553177b268d7f966761b37edcb64a39f1a2b75dd8d8b4,local_image_inventory_v1
data/images/met/MET_308037.jpg,MET_308037.jpg,MET_308037,.jpg,met308037jpg,met308037,28176,122,700,JPEG,True,,8b8dfeec32eec9f4331b0ee48d0996e48791463e63b57c60a0bc1f81c5de6e92,local_image_inventory_v1
data/images/met/MET_308039.jpg,MET_308039.jpg,MET_308039,.jpg,met308039jpg,met308039,1301559,2016,1755,JPEG,True,,34031cbd7099c5e0feefb1ed296be6e849fd9842539b984db3cf998cf648e9d9,local_image_inventory_v1
data/images/met/MET_308040.jpg,MET_308040.jpg,MET_308040,.jpg,met308040jpg,met308040,1276657,2016,1755,JPEG,True,,b69c72d43538850c06a32f6fd9885b82e8a54d150daa64fa918f294b198d6945,local_image_inventory_v1
data/images/met/MET_308042.jpg,MET_308042.jpg,MET_308042,.jpg,met308042jpg,met308042,2851520,2000,1279,JPEG,True,,08f562de09083c2a9cd5bce3b6645fe84e2ef769b74666d693bbd1e532a5c382,local_image_inventory_v1
data/images/met/MET_308044.jpg,MET_308044.jpg,MET_308044,.jpg,met308044jpg,met308044,36665,150,700,JPEG,True,,1df8c6c67e95c9824e934492af03c5d1ac7fe2e65a355f7c50b37029ed9067a0,local_image_inventory_v1
data/images/met/MET_308046.jpg,MET_308046.jpg,MET_308046,.jpg,met308046jpg,met308046,547245,1585,700,JPEG,True,,4d8a2779b03d25a1c7c033fb91cfb66f095faab7ed581596b9a933cb6a9a47cf,local_image_inventory_v1
data/images/met/MET_308048.jpg,MET_308048.jpg,MET_308048,.jpg,met308048jpg,met308048,95210,385,700,JPEG,True,,9e41c11cb9814ccc632ba6ffce6c99ef35ffc4e60c207be58fc4aeaf78dd097d,local_image_inventory_v1
data/images/met/MET_308053.jpg,MET_308053.jpg,MET_308053,.jpg,met308053jpg,met308053,111559,466,700,JPEG,True,,597d1119c44d18125b021ce201506f729a2d5022d30010852dc65c728fd0f638,local_image_inventory_v1
data/images/met/MET_308056.jpg,MET_308056.jpg,MET_308056,.jpg,met308056jpg,met308056,114327,496,700,JPEG,True,,99ce6d9051d7c90ff79ae66b788224dfbd0f99631c26c32b345c97025b16cf9c,local_image_inventory_v1
data/images/met/MET_308057.jpg,MET_308057.jpg,MET_308057,.jpg,met308057jpg,met308057,114168,496,700,JPEG,True,,96bc60352b037dd571fa1fcaa4b073d5c6aaa4123faf27ea0f19233da1c88022,local_image_inventory_v1
data/images/met/MET_308058.jpg,MET_308058.jpg,MET_308058,.jpg,met308058jpg,met308058,82695,680,445,JPEG,True,,941d982c4939af91a7936842c9fcbe0cdcf245b041eeb27e564a8deb54270591,local_image_inventory_v1
data/images/met/MET_308060.jpg,MET_308060.jpg,MET_308060,.jpg,met308060jpg,met308060,58280,275,700,JPEG,True,,0d6711ed8272845089d9383250df1d8240a293d288c9e322837e64c6f60b555b,local_image_inventory_v1
data/images/met/MET_308068.jpg,MET_308068.jpg,MET_308068,.jpg,met308068jpg,met308068,56437,246,700,JPEG,True,,601feb31a3a7481cb1bc97f2bd031f353e170a224a699eae1278b188fc6611cc,local_image_inventory_v1
data/images/met/MET_308070.jpg,MET_308070.jpg,MET_308070,.jpg,met308070jpg,met308070,93743,492,700,JPEG,True,,22a429ee24a133907907f16ce7b406169091fb603a035459ef02b82ad3954f70,local_image_inventory_v1
data/images/met/MET_308072.jpg,MET_308072.jpg,MET_308072,.jpg,met308072jpg,met308072,99496,492,700,JPEG,True,,87253940077039ec393953f7c35aa52a31be8b3f169911e83bb63d0a0d20ea2b,local_image_inventory_v1
data/images/met/MET_308076.jpg,MET_308076.jpg,MET_308076,.jpg,met308076jpg,met308076,1071328,2272,1704,JPEG,True,,669dd515160d271e2ed65f4a466f44ca60d93e22640b73cacbc2c757c6d4f2e1,local_image_inventory_v1
data/images/met/MET_308077.jpg,MET_308077.jpg,MET_308077,.jpg,met308077jpg,met308077,1139882,1647,1881,JPEG,True,,4940d2f3e8028934c13374503aa83c81b16071ec72f7ddaa228eb065ffa84065,local_image_inventory_v1
data/images/met/MET_308078.jpg,MET_308078.jpg,MET_308078,.jpg,met308078jpg,met308078,2338959,1063,4000,JPEG,True,,fb560fd55db8e4beb224c6ac5d851bda7957157fee37f9431776ee0d6a5e5662,local_image_inventory_v1
data/images/met/MET_308079.jpg,MET_308079.jpg,MET_308079,.jpg,met308079jpg,met308079,692553,1296,1827,JPEG,True,,59e42a4de71dfdf7b235ad8f294a2e03b9db0a78435ec42e2dbfeb7d0adbdb5b,local_image_inventory_v1
data/images/met/MET_308083.jpg,MET_308083.jpg,MET_308083,.jpg,met308083jpg,met308083,628690,1755,1341,JPEG,True,,c72bd489b60e9e6282611ecb29c041f0ba2eeced8d51f86341d02410c22754c7,local_image_inventory_v1
data/images/met/MET_308084.jpg,MET_308084.jpg,MET_308084,.jpg,met308084jpg,met308084,42580,170,728,JPEG,True,,281fb87b938cdca36f41a55640db4a575e89c0b32c1e5afc00fd2e83c13e6882,local_image_inventory_v1
data/images/met/MET_308098.jpg,MET_308098.jpg,MET_308098,.jpg,met308098jpg,met308098,727505,1377,1647,JPEG,True,,5c20afa46a72d80add3a956969a0ea27aae4dc7d3ee9d4363019158aa1fa4453,local_image_inventory_v1
data/images/met/MET_308100.jpg,MET_308100.jpg,MET_308100,.jpg,met308100jpg,met308100,262544,747,792,JPEG,True,,44d0885ba690ce1ec86dad1e29faacd72c68e59df3242511693a0f20c5d38d93,local_image_inventory_v1
data/images/met/MET_308101.jpg,MET_308101.jpg,MET_308101,.jpg,met308101jpg,met308101,1136002,1557,1989,JPEG,True,,d188363589187f7888c6e2d572e8cc258963479cb6144f7c564b4334e1023a03,local_image_inventory_v1
data/images/met/MET_308105.jpg,MET_308105.jpg,MET_308105,.jpg,met308105jpg,met308105,966459,1440,1746,JPEG,True,,87b0f6fa13979fdc6a3e5b0e62c65734968cdc11fd4cc1d9f877bb3275adb1eb,local_image_inventory_v1
data/images/met/MET_308106.jpg,MET_308106.jpg,MET_308106,.jpg,met308106jpg,met308106,569635,2258,1608,JPEG,True,,91fd098151bec81cf3dd5a42d6a7579ede099573353c13e22201d03aa0f86491,local_image_inventory_v1
data/images/met/MET_308113.jpg,MET_308113.jpg,MET_308113,.jpg,met308113jpg,met308113,105542,519,700,JPEG,True,,39ea4cb8a166d929c8faf156db3d5df3d6373729a527476e66554a577fd7130d,local_image_inventory_v1
data/images/met/MET_308120.jpg,MET_308120.jpg,MET_308120,.jpg,met308120jpg,met308120,6928311,3452,4000,JPEG,True,,29e7b45d0b103db5a609dcfe11f6e80f9e16bd74221597f59ca4ba0e78f9299d,local_image_inventory_v1
data/images/met/MET_308282.jpg,MET_308282.jpg,MET_308282,.jpg,met308282jpg,met308282,1655295,2000,616,JPEG,True,,667abcac1a9c5b41e6eb005e75f9c9424841587df71e6d38f14cd1d08d7bd8ab,local_image_inventory_v1
data/images/met/MET_308283.jpg,MET_308283.jpg,MET_308283,.jpg,met308283jpg,met308283,5735826,4000,3370,JPEG,True,,c01ce4047b9e23990e5cac54685b65fca38c821e6b43c77aebeba76b033c7e95,local_image_inventory_v1
data/images/met/MET_308284.jpg,MET_308284.jpg,MET_308284,.jpg,met308284jpg,met308284,2787452,2104,3753,JPEG,True,,ee466b3ee48a4fea1dfed69d53b521108c8638b17f4a7bb866393a1f36f8f4d5,local_image_inventory_v1
data/images/met/MET_308285.jpg,MET_308285.jpg,MET_308285,.jpg,met308285jpg,met308285,5276391,3429,3688,JPEG,True,,c81e9600aa38a7908b5c38f1b4ffa98f5b785a1ed0385523846b564c00805fd5,local_image_inventory_v1
data/images/met/MET_308290.jpg,MET_308290.jpg,MET_308290,.jpg,met308290jpg,met308290,2740353,2193,2745,JPEG,True,,fea314c69a2bd67fb59e5837930aa2ab2e77a482f62b6c6efac9eee4278f7098,local_image_inventory_v1
data/images/met/MET_309528.jpg,MET_309528.jpg,MET_309528,.jpg,met309528jpg,met309528,1996159,3857,1441,JPEG,True,,0dd9d16dc4a967797dfb1f2fec43bcb3ba8ebfd3c23e01f95d0b8656383a5e48,local_image_inventory_v1
data/images/met/MET_310059.jpg,MET_310059.jpg,MET_310059,.jpg,met310059jpg,met310059,740123,1700,1466,JPEG,True,,1d7e5802d28319aa142be896c0eb2f02c13d7255fc7be485d45d634451921d4f,local_image_inventory_v1
data/images/met/MET_310511.jpg,MET_310511.jpg,MET_310511,.jpg,met310511jpg,met310511,75004,768,512,JPEG,True,,64194c1696e543f86670421f03510fbe67d5fe54a62440fe53be9e3a77d1ab2c,local_image_inventory_v1
data/images/met/MET_310695.jpg,MET_310695.jpg,MET_310695,.jpg,met310695jpg,met310695,3700180,2257,2945,JPEG,True,,62fd8888ebeacc82c663df0d480c29bc4cd7fefa08f8d9876c7d1147f2c3362a,local_image_inventory_v1
data/images/met/MET_310697.jpg,MET_310697.jpg,MET_310697,.jpg,met310697jpg,met310697,2891663,2809,2161,JPEG,True,,c74a3feb76e69b4e2395e3762c9d49d04aa27c5edded3b7cf8a9a70cc51f82f5,local_image_inventory_v1
data/images/met/MET_310698.jpg,MET_310698.jpg,MET_310698,.jpg,met310698jpg,met310698,6558661,4000,3753,JPEG,True,,5938b910ebff31cfa9d3a2bb911891632eb3b0f6fd9ece299fba289982f92407,local_image_inventory_v1
data/images/met/MET_310699.jpg,MET_310699.jpg,MET_310699,.jpg,met310699jpg,met310699,2477675,2201,2393,JPEG,True,,d27deab5479122c768de0c86df3b51aa36eafaca1fe3be75595c2bbb9d39e582,local_image_inventory_v1
data/images/met/MET_312614.jpg,MET_312614.jpg,MET_312614,.jpg,met312614jpg,met312614,2239312,952,2000,JPEG,True,,319832f962c2e103682c6386a72396979520712525eac778e560e4369f212beb,local_image_inventory_v1
data/images/met/MET_312615.jpg,MET_312615.jpg,MET_312615,.jpg,met312615jpg,met312615,3040822,1213,2000,JPEG,True,,0cd6d3bb0a50e4356b928d034dc2298b1cd2cd030e04b4b17b67711d283cbe95,local_image_inventory_v1
data/images/met/MET_312669.jpg,MET_312669.jpg,MET_312669,.jpg,met312669jpg,met312669,3283680,4759,2686,JPEG,True,,4434b9a4ea7579838371a5e0e49eeff92f3e0db161ede33c1c8e135f559bbf57,local_image_inventory_v1
data/images/met/MET_313121.jpg,MET_313121.jpg,MET_313121,.jpg,met313121jpg,met313121,1161383,849,2961,JPEG,True,,72fa9a0efeaa91b9ee45c330edd7cf36703151120f11b63e59ac6fe46b51d5d4,local_image_inventory_v1
data/images/met/MET_313152.jpg,MET_313152.jpg,MET_313152,.jpg,met313152jpg,met313152,3338220,4000,3000,JPEG,True,,ecb0a3f30dd42e33551b0fada9672504c60363e6b68e51938cd481836844529a,local_image_inventory_v1
data/images/met/MET_313153.jpg,MET_313153.jpg,MET_313153,.jpg,met313153jpg,met313153,2516077,4000,1728,JPEG,True,,1f93f5b8c6d52ecdc78d2cedc9a150ea4aa6021615bc0284396df7bb4116373e,local_image_inventory_v1
data/images/met/MET_313324.jpg,MET_313324.jpg,MET_313324,.jpg,met313324jpg,met313324,83456,600,778,JPEG,True,,b5a530c6a1cd641926621f9ee7394c128065d9f10e09e99daecfce1ffdf56d05,local_image_inventory_v1
data/images/met/MET_314363.jpg,MET_314363.jpg,MET_314363,.jpg,met314363jpg,met314363,3697537,4000,3099,JPEG,True,,266cbf89a2f1374c536549fa86141a8cc83132f6595b49fb9a02dbf10eb5a5d4,local_image_inventory_v1
data/images/met/MET_314528.jpg,MET_314528.jpg,MET_314528,.jpg,met314528jpg,met314528,2363252,3427,3823,JPEG,True,,bf26fc22c5835ea6dd68a546e8a6d9dc5de4bceb542179bd3d961f549af544ac,local_image_inventory_v1
data/images/met/MET_315690.jpg,MET_315690.jpg,MET_315690,.jpg,met315690jpg,met315690,737514,1530,1872,JPEG,True,,daf5d2d02d4cdc7e26bf5d3345f1b8e9d15cb0c8bbd73a38f41d2825f77a7f02,local_image_inventory_v1
data/images/met/MET_315700.jpg,MET_315700.jpg,MET_315700,.jpg,met315700jpg,met315700,3008757,2345,4000,JPEG,True,,aa2396fc34d4cfca66adef1926e2aafa8b15b91a9f1b084145eae790d7fea941,local_image_inventory_v1
data/images/met/MET_315708.jpg,MET_315708.jpg,MET_315708,.jpg,met315708jpg,met315708,60961,243,700,JPEG,True,,c6c46d15de31a9b3489812561baa0182b34162acefe60154763953c3f59cd7a5,local_image_inventory_v1
data/images/met/MET_315772.jpg,MET_315772.jpg,MET_315772,.jpg,met315772jpg,met315772,4899408,4000,3921,JPEG,True,,4f076ac43910d85a841e3f979e5532887ca24105f2922c7c856ddad71aa159cd,local_image_inventory_v1
data/images/met/MET_315786.jpg,MET_315786.jpg,MET_315786,.jpg,met315786jpg,met315786,2239073,3811,3049,JPEG,True,,cf7f8be4f050a37cdb2c374836d171c981c8613534c8825387b5c33218cd0acc,local_image_inventory_v1
data/images/met/MET_316892.jpg,MET_316892.jpg,MET_316892,.jpg,met316892jpg,met316892,493419,1861,1488,JPEG,True,,4ef143ee897ee05e8705cbf33ceef74422a5cc5ea907b28427f06a47119eff34,local_image_inventory_v1
data/images/met/MET_316894.jpg,MET_316894.jpg,MET_316894,.jpg,met316894jpg,met316894,325113,657,1854,JPEG,True,,b3fc9daf47897da1ab7e683434c004f0055384e420930ebd7dd3d687d7513a57,local_image_inventory_v1
data/images/met/MET_316906.jpg,MET_316906.jpg,MET_316906,.jpg,met316906jpg,met316906,16503,192,97,JPEG,True,,e3c5cbb1223e7103f96ce92aa8932d2f8dd16143a6545fc8d285e1fc0099b408,local_image_inventory_v1
data/images/met/MET_316910.jpg,MET_316910.jpg,MET_316910,.jpg,met316910jpg,met316910,363175,576,1764,JPEG,True,,b980d206d486c0ce2cf8d382146cd59da87232e82d9572a39bfd00686ad35e3d,local_image_inventory_v1
data/images/met/MET_316913.jpg,MET_316913.jpg,MET_316913,.jpg,met316913jpg,met316913,5799470,4000,3416,JPEG,True,,15bbf138bf6901fd142f3d2ebc0b118c4b8d175dd2e7f6ea64ac4a3632b51abe,local_image_inventory_v1
data/images/met/MET_316915.jpg,MET_316915.jpg,MET_316915,.jpg,met316915jpg,met316915,433384,819,1935,JPEG,True,,f23e79b4815d5756ce293367301fd2d22c873e74cb49fa968a7ff5f3cd300d1f,local_image_inventory_v1
data/images/met/MET_316916.jpg,MET_316916.jpg,MET_316916,.jpg,met316916jpg,met316916,648011,1044,1818,JPEG,True,,151f753e9853d906d17aec318861171efaf5094230c6b6d0698b38889d434d52,local_image_inventory_v1
data/images/met/MET_316921.jpg,MET_316921.jpg,MET_316921,.jpg,met316921jpg,met316921,150909,576,1053,JPEG,True,,7c6bb1853f6a5294fd379c5ddcb2b4a0648b5ab387a5675f001eaad17e47a667,local_image_inventory_v1
data/images/met/MET_316925.jpg,MET_316925.jpg,MET_316925,.jpg,met316925jpg,met316925,513598,1116,1683,JPEG,True,,88e2488159f7fcd0086e01c3e5272d465341f181699bff85d27c00f77e1e1acc,local_image_inventory_v1
data/images/met/MET_316931.jpg,MET_316931.jpg,MET_316931,.jpg,met316931jpg,met316931,598118,2304,3456,JPEG,True,,b519ad9a1c882a4062f4785f9369cfa5ba135b248a1207379f7bc5c901b0e458,local_image_inventory_v1
data/images/met/MET_316935.jpg,MET_316935.jpg,MET_316935,.jpg,met316935jpg,met316935,282895,1942,582,JPEG,True,,bf1875fdebf44164360061d198d3cc36f3ae4c4a987f0a5de6e567604ad2fe14,local_image_inventory_v1
data/images/met/MET_316939.jpg,MET_316939.jpg,MET_316939,.jpg,met316939jpg,met316939,2834008,4000,3147,JPEG,True,,95679733b0c79e84c0a177a3111b228f2c68987e3cb56730414ffe05eb0dc0c2,local_image_inventory_v1
data/images/met/MET_316945.jpg,MET_316945.jpg,MET_316945,.jpg,met316945jpg,met316945,1579204,4000,780,JPEG,True,,d951026100a8a475041b91c0b312289a072d7a682296c1533d5278b69b882f85,local_image_inventory_v1
data/images/met/MET_317736.jpg,MET_317736.jpg,MET_317736,.jpg,met317736jpg,met317736,3631521,3811,3049,JPEG,True,,0dd1f0e8a3da98718d930fb8f7cc098d1c96da0dfd9cbad6759b02109c3db35d,local_image_inventory_v1
data/images/met/MET_318460.jpg,MET_318460.jpg,MET_318460,.jpg,met318460jpg,met318460,749874,1287,1837,JPEG,True,,7c27eccf6d3ffe005278eec891bfd8f184a8d85efaeeb90f576825f8c24aee82,local_image_inventory_v1
data/images/met/MET_318746.jpg,MET_318746.jpg,MET_318746,.jpg,met318746jpg,met318746,402251,1274,3331,JPEG,True,,4d73499f735bfbeae879a4b3855e3eb09dd5418df7d3601d45245f3d97397b2f,local_image_inventory_v1
data/images/met/MET_319524.jpg,MET_319524.jpg,MET_319524,.jpg,met319524jpg,met319524,2150379,2304,3456,JPEG,True,,7480fa04e6a96c91f628c8a1d9bcd19846f11029c0c865130016d8104974fe75,local_image_inventory_v1
data/images/met/MET_319574.jpg,MET_319574.jpg,MET_319574,.jpg,met319574jpg,met319574,4625338,3528,3702,JPEG,True,,b8714142378cde6d2040764e2f0c47751876c827ae52af4f6f20c9e402e9251e,local_image_inventory_v1
data/images/met/MET_320054.jpg,MET_320054.jpg,MET_320054,.jpg,met320054jpg,met320054,4251725,3165,4000,JPEG,True,,28982f0a9511c427b1cdbe2666a95c202c1d81251bf6ca1f9c77a0f8484f1277,local_image_inventory_v1
data/images/met/MET_320804.jpg,MET_320804.jpg,MET_320804,.jpg,met320804jpg,met320804,1292052,1671,3218,JPEG,True,,b06977352f923b2127bed3b12e7e2cab14bf1e2d444053f40730b6ac7cedd710,local_image_inventory_v1
data/images/met/MET_675980.jpg,MET_675980.jpg,MET_675980,.jpg,met675980jpg,met675980,7101768,3958,4000,JPEG,True,,e3883a9e7624de93a0fb8daef545776a6fd12de0cf37578093eaba1f9b316ba8,local_image_inventory_v1
data/images/met/MET_751900.jpg,MET_751900.jpg,MET_751900,.jpg,met751900jpg,met751900,4321622,3361,4000,JPEG,True,,ce69a18aa1ff44c0c4c66a7e768ec979f679fd591c12fe2a4ed70bd91bcaadb8,local_image_inventory_v1
data/images/met/MET_833953.jpg,MET_833953.jpg,MET_833953,.jpg,met833953jpg,met833953,6466591,3787,4000,JPEG,True,,cc0e54585820a210c59f007c31ebb2e2583786304ce490561a3b5c861b6fece1,local_image_inventory_v1
