configuration,candidate_rank,candidate_item_id,candidate_museum,top1_count,self_match_count,false_top1_count,top1_share,is_top1_hub
text_metadata,124,MET:307933,MET,0,0,0,0,False
text_metadata,125,MET:307940,MET,0,0,0,0,False
text_metadata,126,MET:307941,MET,0,0,0,0,False
text_metadata,127,MET:307943,MET,0,0,0,0,False
text_metadata,128,MET:307950,MET,0,0,0,0,False
text_metadata,129,MET:307953,MET,0,0,0,0,False
text_metadata,130,MET:307959,MET,0,0,0,0,False
text_metadata,131,MET:307962,MET,0,0,0,0,False
text_metadata,132,MET:307963,MET,0,0,0,0,False
text_metadata,133,MET:307964,MET,0,0,0,0,False
text_metadata,134,MET:307965,MET,0,0,0,0,False
text_metadata,135,MET:307966,MET,0,0,0,0,False
text_metadata,136,MET:307967,MET,0,0,0,0,False
text_metadata,137,MET:307968,MET,0,0,0,0,False
text_metadata,138,MET:307972,MET,0,0,0,0,False
text_metadata,139,MET:307975,MET,0,0,0,0,False
text_metadata,140,MET:307991,MET,0,0,0,0,False
text_metadata,141,MET:308015,MET,0,0,0,0,False
text_metadata,142,MET:308016,MET,0,0,0,0,False
text_metadata,143,MET:308017,MET,0,0,0,0,False
text_metadata,144,MET:308021,MET,0,0,0,0,False
text_metadata,145,MET:308022,MET,0,0,0,0,False
text_metadata,146,MET:308023,MET,0,0,0,0,False
text_metadata,147,MET:308024,MET,0,0,0,0,False
text_metadata,148,MET:308025,MET,0,0,0,0,False
text_metadata,149,MET:308026,MET,0,0,0,0,False
text_metadata,150,MET:308027,MET,0,0,0,0,False
text_metadata,151,MET:308029,MET,0,0,0,0,False
text_metadata,152,MET:308034,MET,0,0,0,0,False
text_metadata,153,MET:308036,MET,0,0,0,0,False
text_metadata,154,MET:308037,MET,0,0,0,0,False
text_metadata,155,MET:308040,MET,0,0,0,0,False
text_metadata,156,MET:308042,MET,0,0,0,0,False
text_metadata,157,MET:308044,MET,0,0,0,0,False
text_metadata,158,MET:308046,MET,0,0,0,0,False
text_metadata,159,MET:308053,MET,0,0,0,0,False
text_metadata,160,MET:308056,MET,0,0,0,0,False
text_metadata,161,MET:308057,MET,0,0,0,0,False
text_metadata,162,MET:308060,MET,0,0,0,0,False
text_metadata,163,MET:308068,MET,0,0,0,0,False
text_metadata,164,MET:308072,MET,0,0,0,0,False
text_metadata,165,MET:308076,MET,0,0,0,0,False
text_metadata,166,MET:308077,MET,0,0,0,0,False
text_metadata,167,MET:308078,MET,0,0,0,0,False
text_metadata,168,MET:308079,MET,0,0,0,0,False
text_metadata,169,MET:308083,MET,0,0,0,0,False
text_metadata,170,MET:308084,MET,0,0,0,0,False
text_metadata,171,MET:308098,MET,0,0,0,0,False
text_metadata,172,MET:308101,MET,0,0,0,0,False
text_metadata,173,MET:308105,MET,0,0,0,0,False
text_metadata,174,MET:308106,MET,0,0,0,0,False
text_metadata,175,MET:308113,MET,0,0,0,0,False
text_metadata,176,MET:308120,MET,0,0,0,0,False
text_metadata,177,MET:308282,MET,0,0,0,0,False
text_metadata,178,MET:308284,MET,0,0,0,0,False
text_metadata,179,MET:308285,MET,0,0,0,0,False
text_metadata,180,MET:308290,MET,0,0,0,0,False
text_metadata,181,MET:309528,MET,0,0,0,0,False
text_metadata,182,MET:310059,MET,0,0,0,0,False
text_metadata,183,MET:310511,MET,0,0,0,0,False
text_metadata,184,MET:310695,MET,0,0,0,0,False
text_metadata,185,MET:310697,MET,0,0,0,0,False
text_metadata,186,MET:310698,MET,0,0,0,0,False
text_metadata,187,MET:312614,MET,0,0,0,0,False
text_metadata,188,MET:312615,MET,0,0,0,0,False
text_metadata,189,MET:312669,MET,0,0,0,0,False
text_metadata,190,MET:313121,MET,0,0,0,0,False
text_metadata,191,MET:313152,MET,0,0,0,0,False
text_metadata,192,MET:313324,MET,0,0,0,0,False
text_metadata,193,MET:314363,MET,0,0,0,0,False
text_metadata,194,MET:314528,MET,0,0,0,0,False
text_metadata,195,MET:315690,MET,0,0,0,0,False
text_metadata,196,MET:315700,MET,0,0,0,0,False
text_metadata,197,MET:315708,MET,0,0,0,0,False
text_metadata,198,MET:315772,MET,0,0,0,0,False
text_metadata,199,MET:316892,MET,0,0,0,0,False
text_metadata,200,MET:316894,MET,0,0,0,0,False
text_metadata,201,MET:316906,MET,0,0,0,0,False
text_metadata,202,MET:316910,MET,0,0,0,0,False
text_metadata,203,MET:316915,MET,0,0,0,0,False
text_metadata,204,MET:316916,MET,0,0,0,0,False
text_metadata,205,MET:316921,MET,0,0,0,0,False
text_metadata,206,MET:316925,MET,0,0,0,0,False
text_metadata,207,MET:316931,MET,0,0,0,0,False
text_metadata,208,MET:316935,MET,0,0,0,0,False
text_metadata,209,MET:316945,MET,0,0,0,0,False
text_metadata,210,MET:317736,MET,0,0,0,0,False
text_metadata,211,MET:318746,MET,0,0,0,0,False
text_metadata,212,MET:319524,MET,0,0,0,0,False
text_metadata,213,MET:319574,MET,0,0,0,0,False
text_metadata,214,MET:751900,MET,0,0,0,0,False
text_metadata,215,MET:833953,MET,0,0,0,0,False
text_fused_alpha_0.50,1,MET:308048,MET,71,1,70,0.33023255814,True
text_fused_alpha_0.50,2,CMA:119689,CMA,18,0,18,0.0837209302326,True
text_fused_alpha_0.50,3,MET:308283,MET,14,0,14,0.0651162790698,True
text_fused_alpha_0.50,4,MET:318460,MET,12,0,12,0.0558139534884,True
text_fused_alpha_0.50,5,MET:308070,MET,9,0,9,0.0418604651163,True
text_fused_alpha_0.50,6,CMA:165184,CMA,8,0,8,0.0372093023256,True
text_fused_alpha_0.50,7,MET:313153,MET,8,0,8,0.0372093023256,True
text_fused_alpha_0.50,8,CMA:124741,CMA,6,0,6,0.0279069767442,True
text_fused_alpha_0.50,9,MET:308290,MET,6,0,6,0.0279069767442,True
text_fused_alpha_0.50,10,CMA:104241,CMA,5,0,5,0.0232558139535,True
text_fused_alpha_0.50,11,MET:313121,MET,5,0,5,0.0232558139535,True
text_fused_alpha_0.50,12,MET:320054,MET,5,0,5,0.0232558139535,True
text_fused_alpha_0.50,13,CMA:119687,CMA,4,0,4,0.0186046511628,True
text_fused_alpha_0.50,14,CMA:165268,CMA,4,0,4,0.0186046511628,True
text_fused_alpha_0.50,15,CMA:134395,CMA,3,0,3,0.0139534883721,True
text_fused_alpha_0.50,16,CMA:152334,CMA,3,0,3,0.0139534883721,True
text_fused_alpha_0.50,17,MET:308058,MET,3,0,3,0.0139534883721,True
text_fused_alpha_0.50,18,MET:315786,MET,3,0,3,0.0139534883721,True
text_fused_alpha_0.50,19,CMA:302272,CMA,2,0,2,0.0093023255814,False
text_fused_alpha_0.50,20,MET:307961,MET,2,0,2,0.0093023255814,False
text_fused_alpha_0.50,21,MET:308028,MET,2,0,2,0.0093023255814,False
text_fused_alpha_0.50,22,MET:315690,MET,2,0,2,0.0093023255814,False
text_fused_alpha_0.50,23,MET:675980,MET,2,0,2,0.0093023255814,False
text_fused_alpha_0.50,24,CMA:169189,CMA,2,1,1,0.0093023255814,False
text_fused_alpha_0.50,25,CMA:108043,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,26,CMA:119690,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,27,CMA:124740,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,28,CMA:134765,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,29,CMA:152258,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,30,CMA:160691,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,31,CMA:163724,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,32,CMA:164429,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,33,CMA:164430,CMA,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,34,MET:307944,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,35,MET:308035,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,36,MET:308084,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,37,MET:308284,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,38,MET:310699,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,39,MET:316939,MET,1,0,1,0.0046511627907,False
text_fused_alpha_0.50,40,CMA:114131,CMA,1,1,0,0.0046511627907,False
text_fused_alpha_0.50,41,CMA:102924,CMA,0,0,0,0,False
text_fused_alpha_0.50,42,CMA:104234,CMA,0,0,0,0,False
text_fused_alpha_0.50,43,CMA:104236,CMA,0,0,0,0,False
text_fused_alpha_0.50,44,CMA:104238,CMA,0,0,0,0,False
text_fused_alpha_0.50,45,CMA:104240,CMA,0,0,0,0,False
text_fused_alpha_0.50,46,CMA:104242,CMA,0,0,0,0,False
text_fused_alpha_0.50,47,CMA:104243,CMA,0,0,0,0,False
text_fused_alpha_0.50,48,CMA:104244,CMA,0,0,0,0,False
text_fused_alpha_0.50,49,CMA:104245,CMA,0,0,0,0,False
text_fused_alpha_0.50,50,CMA:104246,CMA,0,0,0,0,False
text_fused_alpha_0.50,51,CMA:104247,CMA,0,0,0,0,False
text_fused_alpha_0.50,52,CMA:104248,CMA,0,0,0,0,False
text_fused_alpha_0.50,53,CMA:104249,CMA,0,0,0,0,False
text_fused_alpha_0.50,54,CMA:104390,CMA,0,0,0,0,False
text_fused_alpha_0.50,55,CMA:108026,CMA,0,0,0,0,False
text_fused_alpha_0.50,56,CMA:108033,CMA,0,0,0,0,False
text_fused_alpha_0.50,57,CMA:108034,CMA,0,0,0,0,False
text_fused_alpha_0.50,58,CMA:108038,CMA,0,0,0,0,False
text_fused_alpha_0.50,59,CMA:108042,CMA,0,0,0,0,False
text_fused_alpha_0.50,60,CMA:108044,CMA,0,0,0,0,False
text_fused_alpha_0.50,61,CMA:114132,CMA,0,0,0,0,False
text_fused_alpha_0.50,62,CMA:119652,CMA,0,0,0,0,False
text_fused_alpha_0.50,63,CMA:119655,CMA,0,0,0,0,False
text_fused_alpha_0.50,64,CMA:119656,CMA,0,0,0,0,False
text_fused_alpha_0.50,65,CMA:119675,CMA,0,0,0,0,False
text_fused_alpha_0.50,66,CMA:119676,CMA,0,0,0,0,False
text_fused_alpha_0.50,67,CMA:119677,CMA,0,0,0,0,False
text_fused_alpha_0.50,68,CMA:119678,CMA,0,0,0,0,False
text_fused_alpha_0.50,69,CMA:119679,CMA,0,0,0,0,False
text_fused_alpha_0.50,70,CMA:119680,CMA,0,0,0,0,False
text_fused_alpha_0.50,71,CMA:119682,CMA,0,0,0,0,False
text_fused_alpha_0.50,72,CMA:119683,CMA,0,0,0,0,False
text_fused_alpha_0.50,73,CMA:119684,CMA,0,0,0,0,False
text_fused_alpha_0.50,74,CMA:119685,CMA,0,0,0,0,False
text_fused_alpha_0.50,75,CMA:119686,CMA,0,0,0,0,False
text_fused_alpha_0.50,76,CMA:119688,CMA,0,0,0,0,False
text_fused_alpha_0.50,77,CMA:119693,CMA,0,0,0,0,False
text_fused_alpha_0.50,78,CMA:124413,CMA,0,0,0,0,False
text_fused_alpha_0.50,79,CMA:124739,CMA,0,0,0,0,False
text_fused_alpha_0.50,80,CMA:125095,CMA,0,0,0,0,False
text_fused_alpha_0.50,81,CMA:126684,CMA,0,0,0,0,False
text_fused_alpha_0.50,82,CMA:128454,CMA,0,0,0,0,False
text_fused_alpha_0.50,83,CMA:130555,CMA,0,0,0,0,False
text_fused_alpha_0.50,84,CMA:134604,CMA,0,0,0,0,False
text_fused_alpha_0.50,85,CMA:134948,CMA,0,0,0,0,False
text_fused_alpha_0.50,86,CMA:137312,CMA,0,0,0,0,False
text_fused_alpha_0.50,87,CMA:149062,CMA,0,0,0,0,False
text_fused_alpha_0.50,88,CMA:152819,CMA,0,0,0,0,False
text_fused_alpha_0.50,89,CMA:155505,CMA,0,0,0,0,False
text_fused_alpha_0.50,90,CMA:155934,CMA,0,0,0,0,False
text_fused_alpha_0.50,91,CMA:156237,CMA,0,0,0,0,False
text_fused_alpha_0.50,92,CMA:157111,CMA,0,0,0,0,False
text_fused_alpha_0.50,93,CMA:157112,CMA,0,0,0,0,False
text_fused_alpha_0.50,94,CMA:160692,CMA,0,0,0,0,False
text_fused_alpha_0.50,95,CMA:163622,CMA,0,0,0,0,False
text_fused_alpha_0.50,96,CMA:163640,CMA,0,0,0,0,False
text_fused_alpha_0.50,97,CMA:163676,CMA,0,0,0,0,False
text_fused_alpha_0.50,98,CMA:163708,CMA,0,0,0,0,False
text_fused_alpha_0.50,99,CMA:163758,CMA,0,0,0,0,False
text_fused_alpha_0.50,100,CMA:163781,CMA,0,0,0,0,False
text_fused_alpha_0.50,101,CMA:164419,CMA,0,0,0,0,False
text_fused_alpha_0.50,102,CMA:164421,CMA,0,0,0,0,False
text_fused_alpha_0.50,103,CMA:164428,CMA,0,0,0,0,False
text_fused_alpha_0.50,104,CMA:165266,CMA,0,0,0,0,False
text_fused_alpha_0.50,105,CMA:165267,CMA,0,0,0,0,False
text_fused_alpha_0.50,106,CMA:165269,CMA,0,0,0,0,False
text_fused_alpha_0.50,107,CMA:166766,CMA,0,0,0,0,False
text_fused_alpha_0.50,108,CMA:292530,CMA,0,0,0,0,False
text_fused_alpha_0.50,109,MET:307449,MET,0,0,0,0,False
text_fused_alpha_0.50,110,MET:307677,MET,0,0,0,0,False
text_fused_alpha_0.50,111,MET:307679,MET,0,0,0,0,False
text_fused_alpha_0.50,112,MET:307682,MET,0,0,0,0,False
text_fused_alpha_0.50,113,MET:307683,MET,0,0,0,0,False
text_fused_alpha_0.50,114,MET:307806,MET,0,0,0,0,False
text_fused_alpha_0.50,115,MET:307836,MET,0,0,0,0,False
text_fused_alpha_0.50,116,MET:307841,MET,0,0,0,0,False
text_fused_alpha_0.50,117,MET:307842,MET,0,0,0,0,False
text_fused_alpha_0.50,118,MET:307843,MET,0,0,0,0,False
text_fused_alpha_0.50,119,MET:307844,MET,0,0,0,0,False
text_fused_alpha_0.50,120,MET:307846,MET,0,0,0,0,False
text_fused_alpha_0.50,121,MET:307851,MET,0,0,0,0,False
text_fused_alpha_0.50,122,MET:307852,MET,0,0,0,0,False
text_fused_alpha_0.50,123,MET:307853,MET,0,0,0,0,False
text_fused_alpha_0.50,124,MET:307933,MET,0,0,0,0,False
text_fused_alpha_0.50,125,MET:307940,MET,0,0,0,0,False
text_fused_alpha_0.50,126,MET:307941,MET,0,0,0,0,False
text_fused_alpha_0.50,127,MET:307943,MET,0,0,0,0,False
text_fused_alpha_0.50,128,MET:307950,MET,0,0,0,0,False
text_fused_alpha_0.50,129,MET:307953,MET,0,0,0,0,False
text_fused_alpha_0.50,130,MET:307959,MET,0,0,0,0,False
text_fused_alpha_0.50,131,MET:307960,MET,0,0,0,0,False
text_fused_alpha_0.50,132,MET:307962,MET,0,0,0,0,False
text_fused_alpha_0.50,133,MET:307963,MET,0,0,0,0,False
text_fused_alpha_0.50,134,MET:307964,MET,0,0,0,0,False
text_fused_alpha_0.50,135,MET:307965,MET,0,0,0,0,False
text_fused_alpha_0.50,136,MET:307966,MET,0,0,0,0,False
text_fused_alpha_0.50,137,MET:307967,MET,0,0,0,0,False
text_fused_alpha_0.50,138,MET:307968,MET,0,0,0,0,False
text_fused_alpha_0.50,139,MET:307972,MET,0,0,0,0,False
text_fused_alpha_0.50,140,MET:307975,MET,0,0,0,0,False
text_fused_alpha_0.50,141,MET:307991,MET,0,0,0,0,False
text_fused_alpha_0.50,142,MET:308015,MET,0,0,0,0,False
text_fused_alpha_0.50,143,MET:308016,MET,0,0,0,0,False
text_fused_alpha_0.50,144,MET:308017,MET,0,0,0,0,False
text_fused_alpha_0.50,145,MET:308021,MET,0,0,0,0,False
text_fused_alpha_0.50,146,MET:308022,MET,0,0,0,0,False
text_fused_alpha_0.50,147,MET:308023,MET,0,0,0,0,False
text_fused_alpha_0.50,148,MET:308024,MET,0,0,0,0,False
text_fused_alpha_0.50,149,MET:308025,MET,0,0,0,0,False
text_fused_alpha_0.50,150,MET:308026,MET,0,0,0,0,False
text_fused_alpha_0.50,151,MET:308027,MET,0,0,0,0,False
text_fused_alpha_0.50,152,MET:308029,MET,0,0,0,0,False
text_fused_alpha_0.50,153,MET:308034,MET,0,0,0,0,False
text_fused_alpha_0.50,154,MET:308036,MET,0,0,0,0,False
text_fused_alpha_0.50,155,MET:308037,MET,0,0,0,0,False
text_fused_alpha_0.50,156,MET:308039,MET,0,0,0,0,False
text_fused_alpha_0.50,157,MET:308040,MET,0,0,0,0,False
text_fused_alpha_0.50,158,MET:308042,MET,0,0,0,0,False
text_fused_alpha_0.50,159,MET:308044,MET,0,0,0,0,False
text_fused_alpha_0.50,160,MET:308046,MET,0,0,0,0,False
text_fused_alpha_0.50,161,MET:308053,MET,0,0,0,0,False
text_fused_alpha_0.50,162,MET:308056,MET,0,0,0,0,False
text_fused_alpha_0.50,163,MET:308057,MET,0,0,0,0,False
text_fused_alpha_0.50,164,MET:308060,MET,0,0,0,0,False
text_fused_alpha_0.50,165,MET:308068,MET,0,0,0,0,False
text_fused_alpha_0.50,166,MET:308072,MET,0,0,0,0,False
text_fused_alpha_0.50,167,MET:308076,MET,0,0,0,0,False
text_fused_alpha_0.50,168,MET:308077,MET,0,0,0,0,False
text_fused_alpha_0.50,169,MET:308078,MET,0,0,0,0,False
text_fused_alpha_0.50,170,MET:308079,MET,0,0,0,0,False
text_fused_alpha_0.50,171,MET:308083,MET,0,0,0,0,False
text_fused_alpha_0.50,172,MET:308098,MET,0,0,0,0,False
text_fused_alpha_0.50,173,MET:308100,MET,0,0,0,0,False
text_fused_alpha_0.50,174,MET:308101,MET,0,0,0,0,False
text_fused_alpha_0.50,175,MET:308105,MET,0,0,0,0,False
text_fused_alpha_0.50,176,MET:308106,MET,0,0,0,0,False
text_fused_alpha_0.50,177,MET:308113,MET,0,0,0,0,False
text_fused_alpha_0.50,178,MET:308120,MET,0,0,0,0,False
text_fused_alpha_0.50,179,MET:308282,MET,0,0,0,0,False
text_fused_alpha_0.50,180,MET:308285,MET,0,0,0,0,False
text_fused_alpha_0.50,181,MET:309528,MET,0,0,0,0,False
text_fused_alpha_0.50,182,MET:310059,MET,0,0,0,0,False
text_fused_alpha_0.50,183,MET:310511,MET,0,0,0,0,False
text_fused_alpha_0.50,184,MET:310695,MET,0,0,0,0,False
text_fused_alpha_0.50,185,MET:310697,MET,0,0,0,0,False
text_fused_alpha_0.50,186,MET:310698,MET,0,0,0,0,False
text_fused_alpha_0.50,187,MET:312614,MET,0,0,0,0,False
text_fused_alpha_0.50,188,MET:312615,MET,0,0,0,0,False
text_fused_alpha_0.50,189,MET:312669,MET,0,0,0,0,False
text_fused_alpha_0.50,190,MET:313152,MET,0,0,0,0,False
text_fused_alpha_0.50,191,MET:313324,MET,0,0,0,0,False
text_fused_alpha_0.50,192,MET:314363,MET,0,0,0,0,False
text_fused_alpha_0.50,193,MET:314528,MET,0,0,0,0,False
text_fused_alpha_0.50,194,MET:315700,MET,0,0,0,0,False
text_fused_alpha_0.50,195,MET:315708,MET,0,0,0,0,False
text_fused_alpha_0.50,196,MET:315772,MET,0,0,0,0,False
text_fused_alpha_0.50,197,MET:316892,MET,0,0,0,0,False
text_fused_alpha_0.50,198,MET:316894,MET,0,0,0,0,False
text_fused_alpha_0.50,199,MET:316906,MET,0,0,0,0,False
text_fused_alpha_0.50,200,MET:316910,MET,0,0,0,0,False
text_fused_alpha_0.50,201,MET:316913,MET,0,0,0,0,False
text_fused_alpha_0.50,202,MET:316915,MET,0,0,0,0,False
text_fused_alpha_0.50,203,MET:316916,MET,0,0,0,0,False
text_fused_alpha_0.50,204,MET:316921,MET,0,0,0,0,False
text_fused_alpha_0.50,205,MET:316925,MET,0,0,0,0,False
text_fused_alpha_0.50,206,MET:316931,MET,0,0,0,0,False
text_fused_alpha_0.50,207,MET:316935,MET,0,0,0,0,False
text_fused_alpha_0.50,208,MET:316945,MET,0,0,0,0,False
text_fused_alpha_0.50,209,MET:317736,MET,0,0,0,0,False
text_fused_alpha_0.50,210,MET:318746,MET,0,0,0,0,False
text_fused_alpha_0.50,211,MET:319524,MET,0,0,0,0,False
text_fused_alpha_0.50,212,MET:319574,MET,0,0,0,0,False
text_fused_alpha_0.50,213,MET:320804,MET,0,0,0,0,False
text_fused_alpha_0.50,214,MET:751900,MET,0,0,0,0,False
text_fused_alpha_0.50,215,MET:833953,MET,0,0,0,0,False
